Video_title,Comment_id,Comment_content,Time,Username,Channel_user,Likes,Photo_thumbnails,Hearted_by_video_publisher
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgwZIbDwkTwQde7NgHp4AaABAg,鳯琴街先係細場地獄😂,4 個月前,@chanchris5190,UCMQ-3JF_lT_VJnTQuE8YZyg,27,https://yt3.ggpht.com/ytc/APkrFKbIwco74FpfY2fvUhosDqCALkZAqHpwobw8-TdP=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgwHvblYDXEoXZmXypN4AaABAg,仲諗住有恒安邨體育館😂,4 個月前,@TheColonelbruce,UCpNfsxmq3-VfWku0trwlNAQ,25,https://yt3.ggpht.com/ytc/APkrFKZH28VcRClVNO6USKcavuAVFN0cQevhnu6c0A=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgyhYRykYuXkMwAEx4l4AaABAg,上水天平係全香港最細最西康文gym room 連啞鈴都冇😂😂😂😂,4 個月前,@cronaldo4972,UC9UtwYkTP44J683rUGtX1qw,68,https://yt3.ggpht.com/ytc/APkrFKboDJYaVAliwjrB52UcCqOZ2IlxbM_sk2oAXoKP0Q=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgwXs9Aq5bce6FZTY_Z4AaABAg,梨木樹鄧肇堅體育館真係大魔王 細到仆街😵‍💫🫠,4 個月前,@heihei7952,UCSU3bXneX_LwXEQYCm8PQTQ,31,https://yt3.ggpht.com/ytc/APkrFKbBSnxxWKj-wGfYPByHX2uP5TlmKOQK5UcIgZjSvA=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgzH0bXQQiKsNW5e41R4AaABAg,以前去荃灣西約，細到拎個啞鈴都覺得會撞到人。所以你明點解上次荃灣體育館咁多人,4 個月前,@siyan200,UCSRl8RhuAVZjms7X_tBRlHw,29,https://yt3.ggpht.com/HQtTa15ORjLdI9dZF0W-bsaMKZfo9MU2aIopa8h1WYXKx_W9w35rOxp15-iw_tAbmSN8qInq=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgzxH6R5R3xP276eIh54AaABAg,Burger 講幾句都氣喘，係咪要做多D Cardio XD,4 個月前,@bernicecheung5713,UCyQicMELQdfiNHtMUVA47Eg,57,https://yt3.ggpht.com/ytc/APkrFKZR1UK83_txKRbqQ01YaA43ZjE9nFNGaZxrrg=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgzRyxx1nkfKmNek2WN4AaABAg,公道講，好多場都唔細，覺得細是因為機多，所以感覺細。但機多才好，多選擇，又不用排隊。好多場睇落有空間但唔多機。最不希望是有些場俾你話細之後，政府以聽市民聲音到時cut機，想玩都無得玩，最好就將原本壁球室做健身室的場打通埋另一間壁球室擴大，但平時打開波嗰堆一定嘈健身人霸。,4 個月前,@cfchu8125,UCGwIE51T6xKndZcj8gMvEHA,9,https://yt3.ggpht.com/ytc/APkrFKbuDfRXuj7CvXazIuRZpturWLPNLZEm6YvFyw=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgzYbnrZEEG1HVEOrWR4AaABAg,未睇就先讚，會開一個新系列做康文署健身室開箱！講得好好笑好睇呀😂,4 個月前,@thisisLaws,UCpHwxS1kdPbnplMRVkSy_bg,3,https://yt3.ggpht.com/ytc/APkrFKZaEu3pqeoVrfpkuZrTUaiP_XgdQ-ZOmzBk8PSZjKiw4ooMcUHL3SfIX7KL69hM=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgxyH6AJPUr_JKVkAoV4AaABAg,"拍多啲呢啲系列，十分好睇。btw, 寶林同將軍澳體育館健身室都出名閪",4 個月前,@shukyingpoon8654,UCyQQiOheIVNSdbnwFkWYERg,6,https://yt3.ggpht.com/ytc/APkrFKbXRIYu5TmWcIujl1g6_plzQAeXgb0y1I6qLtukGHKpLKfN0uJeTd-F32zZls67=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgylhbYaowli55SFveB4AaABAg,"以我經驗嚟講 要穿過主場先入到去嘅健身室
99% 都係細到仆街 🤡",4 個月前,@cyruswong8400,UCizOlxvO8SZ_Bd2BCM_yIQA,11,https://yt3.ggpht.com/ytc/APkrFKaHMZUofOht8UTplZMY05uyXUOq1sX5hc0BnZDdDkI=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgwYXPomr-TCn6iBpml4AaABAg,真係好有趣常人平時唔會去咁多間康文署嘅健身室參觀，疫情之前都有去康文署度玩下嘅，喺康文署健身室玩最大嘅問題就係同人爭器材，仲有係衛生問題好鬼麻煩，寧願比多幾百蚊去啲二十四小時嘅健身室好過,4 個月前 (已編輯),@ringommo,UC9mp1PKeZI9D8jqKHQT3Tzw,2,https://yt3.ggpht.com/ytc/APkrFKbHZxOtqyvJKXJOsjIHAUF8IrA-JUhWrPAIJTQ8=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgwBLi7Qu6QzErlm1EV4AaABAg,無守衛，有無人收錢先？,4 個月前,@terrykong2004,UCOdt6z8KJc8M7CgQHsqQMtQ,28,https://yt3.ggpht.com/ytc/APkrFKaMZwVlrBB4KrwtTWwOnZY2eXElST_DxVTCh_vCjQ=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,Ugz4pLCE7v7DaBVExZJ4AaABAg,下，比係入面拍攝架咩，仲要影到其他使用者，人哋可以向職員投訴你,4 個月前,@winnieyu5998,UCu1GVxQ3EwAv4KXNCZSFsRA,3,https://yt3.ggpht.com/ytc/APkrFKY2kEKuMrBSKNN4bgbyWD--LLPcMBXQGXG54pvi=s176-c-k-c0x00ffffff-no-rj,True
全港”最細/西”康文署健身室!?|百無!!迫到無朋友!! - YouTube,UgxOwD_Xs3wzG9ZPXHR4AaABAg,"有幾多人推胸會過75, 你睇片主推左幾下再做節目都喘曬氣，哈哈!",4 個月前,@wongcarl5584,UCywVXdXoKvXBRsGf4hmLNTg,6,https://yt3.ggpht.com/ytc/APkrFKZ2Qke0gmGtpFiBS3_PCjYjDcFug7A3945J6w=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,Ugyq18ftoF__pmrpHr54AaABAg,"＜薯茄明星運動會2023＞

0:00:00 INTRO｜本年度香港網絡最大盛事！
0:00:26 開場｜感謝大會贊助商
0:01:03 選手入場
0:04:12 比賽賽制介紹
0:04:42 抽籤分組環節 
0:11:19 分組結果
0:13:53 熱身環節
0:15:49 廣告劇場｜Emma

0:16:39 比賽項目一｜100米賽跑
↳ 0:16:57 賽前討論
↳ 0:23:17 Round 1 男子組
↳ 0:26:42 Round 2 女子組
↳ 0:30:31 Round 3 男子組
↳ 0:33:27 Round 4 女子組
↳ 0:36:23 成績公佈

0:36:37 放飯時間
↳ 0:37:03 廣告劇場｜Hungry Dino
↳ 0:37:32 食飯交流時間
↳ 0:39:55 場外決戰｜Gordon VS 雞翼
↳ 0:41:00 場外決戰｜牙慈 VS 近南哥
↳ 0:41:56 廣告劇場｜維他
↳ 0:42:26 偷練環節

0:43:15 比賽項目二｜推鉛球
↳ 0:43:28 賽前討論
↳ 0:45:54 比賽開始
↳ 1:01:00 成績公佈
↳ 1:01:44 廣告劇場｜維他新鮮茶

1:02:35 賽前討論
1:05:26 比賽項目三｜跳遠
↳ 1:05:41 比賽開始
↳ 1:21:34 成績公佈

1:22:22 比賽項目四｜6x200米接力
↳ 1:22:33 賽前討論
↳ 1:26:17 比賽開始
↳ 1:34:29 成績公佈

1:34:39 比賽項目五｜四向拔河
↳ 1:34:50 賽前討論
↳ 1:37:15 比賽開始
↳ 1:39:31 成績公佈

1:41:55 頒獎典禮環節
↳ 1:42:31 殿軍｜factiv贊助
↳ 1:44:06 季軍｜PHILIPS贊助
↳ 1:45:31 亞軍｜Canon贊助
↳ 1:47:31 冠軍｜DeLonghi贊助
↳ 1:50:01 男女子MVP｜ANYTIME FITNESS贊助
↳ 1:52:28 全場個人總成績公佈

1:52:51 感謝本次大會各個贊助商
1:53:15 感謝香港田徑體育員建議
1:53:34 感謝場地方
1:53:45 感謝幕後工作人員
1:54:12 感謝各位創作者
1:54:44  Credit｜薯茄明星運動會主題曲 ♫ 小薯茄《逆境波》

1:58:34 藍組感想
2:01:17 紅組感想
2:03:04 黃組感想
2:04:59 綠組感想",6 日前 (已編輯),@timecoder_,UCd3B5EswGD0xjq5YZjuFlOw,946,https://yt3.ggpht.com/Pc655y9voeFPukunsQigYVrZyvwm7xEbhgTyF2dvxQBLpDN43CzaKCQtsnkS6bRPhw8rmFLzoA=s176-c-k-c0x00ffffff-no-rj,True
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,Ugysht7zqsYyZj0QXCR4AaABAg,我嚟係支持荃灣胖濤同埋faker的,6 日前,@ivanfok625,UCj7PkvrlgAXK4xKohFnmFnQ,1.1K,https://yt3.ggpht.com/AfngE4wxl7R1mUh39vL7WP6ap5lvVUFkJwXNMJTSQR3ZZMa2q0L7A_8nIXLE2Ew_AZ2iJVDt=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgzxT49zdHz6HPeCGc94AaABAg,多謝小薯茄俾我參加呢次陸運會！ 辛苦晒所有工作人員！💕,6 日前,@HannaVanharanta,UCvaUWfWDdoYmrm6JnEN377A,1.4K,https://yt3.ggpht.com/92jpm485-aUlsmUOa2XuBRZg20dVAwvgFjxFdZvbybCgMVhP1EM7ND0Sn9agRwxlv67xkzgdWQ=s176-c-k-c0x00ffffff-no-rj,True
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgyfDX-_FePjItXq-vR4AaABAg,"好開心小薯茄搞咗呢個活動🔥
仲邀請咗YT深山老人 — 我🙈
搞咁大型嘅運動會真係唔容易🥺
辛苦所有出盡力比賽嘅幕前，同一班超級專業嘅幕後團隊🦾
仲有剪呢條片嘅剪接師🥺
大家睇完記得一定要Like爆佢👊🏻",6 日前,@CottonChan,UC7T4Ohds5BmJx6XOwk-_nqg,664,https://yt3.ggpht.com/ytc/APkrFKbESXAJFefFAWj0-AJUOxpk6oniycTXBzQH5WHv=s176-c-k-c0x00ffffff-no-rj,True
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,Ugw2Pm6oe8UeMP0dGKN4AaABAg,"做記者做咁耐，從來無諗過有一日竟然可以參與咁大型的拍攝，第一次拍綜藝，多謝小薯茄和高Ling邀請，好有愛好熱血的event 💛💛
辛苦哂所有台前幕後，成品好睇又感動，多謝你哋🍭",6 日前 (已編輯),@haha.heyhey,UCKCfwVWuarSw-HU7_fcbVRA,714,https://yt3.ggpht.com/DnBwzEJFaLvFHRcmrXQQp7cSBBymwgLPgTTYCIzvzbVvHw-bYsG68w_kyg4OuowJLuIgCRBx4w=s176-c-k-c0x00ffffff-no-rj,True
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgzTU9EiNWGD3TemCdJ4AaABAg,"成集好似冇咩人提起麗英🥹🥹
1:52:29 睇番個人成績，其實麗英係第二名黎嫁～
好欣賞佢一直默默耕耘，喺組入面做開心果嘅角色
每個比賽完結都係見到佢笑得好開心鼓勵大家❤❤

btw 今次真係好認真地睇埋幕後人員名單
知道喺香港youtube界要搞運動會，要齊集咁多人係一件好難想像嘅事！作為觀眾我地只需要enjoy the show，就係比台前幕後及youtube界嘅最大鼓勵！
加油香港youtuber ❤",5 日前,@cheungpochan3914,UCH4nzFRFt0_L9YS4vLhu6IA,217,https://yt3.ggpht.com/ytc/APkrFKbJmRZumPP8obZv8v9kKJ1EMJmaJ5wEx0mR_w=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgzAx8WjrRTqgGOG-Dh4AaABAg,"1:28:12 見到東方昇帶傷爆seed真係好感動 好想紅組贏！之後見到程人富第一 個心好激動 自己都跟住紅組一齊喊 好有愛好熱血好盡！！！

謝謝小薯茄證明香港youtube都可以好好睇！！而且可以百花齊放🫶🏻越來越中意你地！都好欣賞各位參賽者 有你地盡力咁樣去比賽條片先可以咁好睇！",6 日前 (已編輯),@somethingpang6068,UCvlG1DkqtfxFaw-QSpwL_nA,144,https://yt3.ggpht.com/ytc/APkrFKYyVXEkml-B3zxfiX7qsxtgI4E2_AnB5Hga_lGjIg=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgxZET2LyF3MjlbA-ZV4AaABAg,1:30:55 我印象最深刻同感動嘅係紅隊喺接力賽贏得冠軍。起初因為整體冇其他隊咁勁加上東方昇拉傷，大家亦預咗冇好成績，覺得唔包尾就得，但全部人都冇因此而鬆懈或者放棄，相反更加出盡全力，跑得比個人100米時嘅表現更好。特別係東方昇，39:02 足本版睇到佢甚至喺lunch break講話自己喺鉛球以外嘅項目會成為負累，但喺接力賽就完全爆seed，仲跑到畀人講笑懷疑冇受傷。睇到紅隊隊員各自都抱著突破嘅精神，最後一齊合力創造奇蹟。見到程人富喊嗰刻亦感受到嗰種不可思議而有啲感觸。辛苦晒小薯茄投放咁多人力、物力同時間籌備呢個運動會，當中有好多人嘅努力同付出，最終創立香港網絡界嘅里程碑。,6 日前,@davidk0412,UCCOMJ4_pNhj550obpKwIzuA,669,https://yt3.ggpht.com/ytc/APkrFKb8ZeGuiqAgxqoZwYjT3M6c0KEqzZCHXkunH61Ohw=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,Ugxhx_c4bEyWgpqU7qV4AaABAg,"冇辦法想像jfft上弦二人組竟然係男子組頭兩位, Firm到，感謝小薯茄邀請JFFT
運動會勁熱血勁感動, 啱啱辭咗職準備做運動練跑，順便按咗層樓跑去買有份贊助嘅商品",6 日前,@cheungyanho9093,UC0-fPtXssBeGLovLN3ukB2g,173,https://yt3.ggpht.com/ytc/APkrFKZJ3A8_S5q0hVJI5IJKTHqPQXiyK1okwnSyiA=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgzLGy8aHign1tk4MAJ4AaABAg,1:30:19 富哥衝線一刻已經開始眼濕濕，再見到富哥喊住讚紅隊既隊員，真係忍唔住喊出黎🥺係接力賽個個非常努力，尤其是東方昇！估唔到一場運動會可以咁感動,5 日前,@edmondl6983,UCx_9jIj3HbLO46iEoowTGew,92,https://yt3.ggpht.com/ytc/APkrFKZB0jqYJhVjnPdsD0ja8cu73oiZPeeIvQVJdg=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgxrrJrQ3BnQjsG1aol4AaABAg,1:30:45 印象最深刻係富哥喊，因為隊友盡全力去跑接力。 Gordon 第一捧爆發，之後東方昇帶傷盡力跑，再睇到呀sa 最尾無力都爆埋去跑，好感動大家一齊去盡力完成一件事。❤,6 日前 (已編輯),@wif_c,UC8HHuOxpfW4fv4ZqqCxvNCQ,136,https://yt3.ggpht.com/PnydLA3jUOjeH474LroLTRZXrWh79aAmM09X2mjrg-ix0Xco2jNQOqdu0-8UHh2F7fJAB5mc2A=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,Ugx_nLA_kS_ljWcef-h4AaABAg,"年度開心事 有幸參與 #薯茄明星運動會 
運動細胞比較弱的me 初頭擔心拖累組員又驚包尾
到接力賽全組（包括傷兵）都搏晒命咁跑跑跑
最後出現戲劇性嘅一幕 唔放棄真係會有奇跡！！！
睇片再次見到每一個人都好認真好盡力好熱血🔥
感動到毛管戙🥹

本身隔住個mon默默追睇其他人嘅片
有啲之前訪問都碰過面
但有時工作mode要收斂下我嘅興奮
今次聚埋加上係做運動 更加感受到大家嘅能量
香港YouTube都可以團結 一齊發光發熱

最後一定要多謝小薯茄成就呢件事
準備得好好 見到晒台前幕後嘅努力 辛苦了🫶🏻
期待有下屆🥔🍅❤️💛💙💚",6 日前,@SALYT914,UCYGe9ykp805Hfx_o0S-bQIg,179,https://yt3.ggpht.com/ytc/APkrFKbNB8boRYzWM288nOQbVVpUwWsQipnj7tBo5VR6yw=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgwTY4tZ7ZDd9vy0FuN4AaABAg,"1:40:30 睇到冰喊果刻真係好感動。
拔河真係好好睇，每位都好努力，感受到每一位的投入及熱血❤
整個運動會非常難得， 十分感謝台前幕後工作人員及贊助公司，希望還會繼續有第二次、第三次……🎉",5 日前,@cygiechan3284,UCMzgLQanZBMN508iJwELWlA,70,https://yt3.ggpht.com/ytc/APkrFKbcIivbAzDyjoq3-k2AXXmzCdexyZO81iAgJOWLoFhyrrBafQHN5UkztJs5L6R1=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,Ugx-RYbqF7uwvniqgOJ4AaABAg,多謝小薯茄邀請!玩得好開心!辛苦哂所有台前幕後工作人員🙌,6 日前,@gordonlau1010,UCRSrI6N9_TaTykw6cgkXQew,677,https://yt3.ggpht.com/-sb4dXRpTe-WHRup9pBorI252G3vXTpQgOVXcAIx4KK-fUaClnEKejdvHG3KkEy-iqMaEw1-=s176-c-k-c0x00ffffff-no-rj,True
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgxHcodmdmwyrU1Spmh4AaABAg,真係好surprised香港竟然有咁好睇嘅YouTube盛事，之前睇木曜運動會覺得香港好難做到，無諗到小薯茄做得到，無論係剪輯、運動項目設計、effect都可以見到幕後嘅努力，超用心，幕前嘅youtuber都好努力，好令人感動。希望小薯茄長做長有，一直搞多啲節目，無限支持！,6 日前,@user-zm1vk4er6u,UC95ySzm66UcavsKRa2GU_5Q,88,https://yt3.ggpht.com/ytc/APkrFKZaTCHpgqYGTQ8vEeP07ttGVt1zfYl6U4C-MPCGjw=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgynrN_o9EbkWOr533Z4AaABAg,"1:49:01
J哥既感言即喊
[呢個可能係我人生第一個冠軍］
每個人資質吾同，有時候無論幾努力，結果都令人無能為力
感受到J哥呢句說話意思
所以有好既隊友carry 係一件好幸運既事❤

J哥繼續努力，相信自己 
感受到你好努力拍片＆表演
繼續支持小薯茄們",4 日前 (已編輯),@chankathy452,UC_McpwFbhYLrHRfd8AH6RLw,28,https://yt3.ggpht.com/ytc/APkrFKYBmHBSBXXd_vaDnQ76yToGQa55z8gO68FRLirURw=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgwxWRddtSxM1jx1Dk14AaABAg,"睇完覺得好感動
我今年F6啦，幾個月前完咗最後一次陸運會，本來我唔係叻運動，我係匿埋唱歌畫畫嗰啲，但我每年都會報名參加陸運會，雖然年年都只係話想玩下咁啫，但點知咁快就玩到最後一年，今年先特別感受到嗰種熱血
好多謝小薯茄拍呢個節目，我都係見到台灣有好多大型活動，一直期待香港都可以有，啱啱見到條片就即刻好興奮。睇完之後，真係令我好感觸，好似同我講緊我嘅最後一次陸運會入面嘅熱血，係唔會完，會好似你哋咁樣再次燃起，你哋令我啲幹勁又返曬嚟，脫離自己本來沉醉嘅遺憾，再次睇返前面嘅路。
大家真係做得好好，睇既過程會不自覺想每一組都贏，真係好好睇，我作為觀眾都差啲喊🥹
BTW期待下一屆！！！！🫡🫡🫡🫡",4 日前,@0.0_95t8sora,UC7Bj_BYyx9NW82qfExpLZ4A,69,https://yt3.ggpht.com/5TMo95_0sxwtlfhZfE8AMTFs1kHMZqt5NP4ATIAc7h5CUPcn0yG70IcdcPy5YTZ19fulj_LF4w=s176-c-k-c0x00ffffff-no-rj,False
【薯茄明星運動會2023】 Ft. 許賢 阿慈 Cotton 嘉盈 近南哥 Kitling 叻叻 東方昇 Gordon 床哥 雞翼 蛙妹 阿Sa Hanna Ruby 柿柿 KB｜Pomato 小薯茄 - YouTube,UgzvMxHLihA5u4kW3AR4AaABAg,"1:30:35 我覺得最深刻真係4x200 呢度 一開始東方昇整親 其實紅組都可能預咗佢哋成組會輸 但係佢哋完全無怪過隊友 反而令到東方昇唔好意思 到最後紅組爆seed贏咗 真係好感動 我都睇到有啲眼濕濕 🥹 
好開心係阿Sa作為MM代表 見到佢有好努力咁同大家分享交流 如果再有多啲幕後花絮睇吓就好啦☺️
薯茄明星運動會大成功！🎉",5 日前,@eves127,UCf1tzWOAe4QtbxMiB07X9yQ,60,https://yt3.ggpht.com/56Z0V6rBF853nj3Xv6Je2ISY_fnvvs-6_b4McoUpP3P5H4hN8qSs5U9ktNMA4NR5EkA5gasfYg=s176-c-k-c0x00ffffff-no-rj,False
